run_id,run_timestamp,source_system,cloud,target_system,source_database,source_schema,source_table,target_database,target_schema,target_table,load_type,source_row_count,target_row_count,inserted_rows,updated_rows,parquet_row_count,parquet_file_path,cloud_path,start_time,end_time,duration_seconds,status,error_message,extraction_status,upload_status,table_creation_status,load_status,local_cleanup
ca09901d-4db1-490d-8f42-4f4f9a79e5ca,2026-06-04 16:54:24.396121,sapsqlserver,aws,snowflake,bikestores,production,brands,bikestores,production,brands,FULL,9,9,0,0,9,D:\DATA LOAD ACCELERATORS\ingestion_engine\core_engine\Extract\bikestores/production/brands\brands_20260604_165432.parquet,bikestores/production/brands/brands_20260604_165432.parquet,2026-06-04 16:54:31.844893,2026-06-04 16:54:59.385072,27.540179,SUCCESS,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
