run_id,run_timestamp,source_system,cloud,target_system,source_database,source_schema,source_table,target_database,target_schema,target_table,load_type,source_row_count,target_row_count,inserted_rows,updated_rows,parquet_row_count,parquet_file_path,cloud_path,start_time,end_time,duration_seconds,status,error_message,extraction_status,upload_status,table_creation_status,load_status,watermark_value,local_cleanup
8efc2846-bf58-44d4-9438-2449ac5a4b69,2026-06-04 17:01:40.050373,sapsqlserver,aws,snowflake,bikestores,production,brands,bikestores,production,brands,INCREMENTAL,9,9,0,9,9,D:\DATA LOAD ACCELERATORS\ingestion_engine\core_engine\Extract\bikestores/production/brands\brands_20260604_170143.parquet,bikestores/production/brands/brands_20260604_170143.parquet,2026-06-04 17:01:41.990224,2026-06-04 17:02:08.635867,26.645643,SUCCESS,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,2025-11-24 10:30:15.290,SUCCESS
