run_id,run_timestamp,source_system,cloud,target_system,source_database,source_schema,source_table,target_database,target_schema,target_table,load_type,source_row_count,target_row_count,inserted_rows,updated_rows,parquet_row_count,parquet_file_path,cloud_path,start_time,end_time,duration_seconds,status,error_message,extraction_status,upload_status,table_creation_status,load_status,local_cleanup
633c0dd5-9bb3-4848-a3c4-790390cb8ef9,2026-06-06 11:39:19.449863,sapsqlserver,aws,snowflake,bikestores,production,categories,bikestores,production,categories,FULL,7,7,0,0,7,D:\DATA LOAD ACCELERATORS\ingestion_engine\core_engine\Extract\bikestores/production/categories\categories_20260606_113928.parquet,bikestores/production/categories/categories_20260606_113928.parquet,2026-06-06 11:39:27.764748,2026-06-06 11:39:51.408322,23.643574,SUCCESS,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS
