run_id,run_timestamp,source_system,cloud,target_system,source_database,source_schema,source_table,target_database,target_schema,target_table,load_type,source_row_count,target_row_count,inserted_rows,updated_rows,parquet_row_count,parquet_file_path,cloud_path,start_time,end_time,duration_seconds,status,error_message,extraction_status,upload_status,table_creation_status,load_status
c0a755c9-46fc-4840-a9d1-991f1f1c97bf,2026-06-04 17:00:57.445249,sapsqlserver,aws,snowflake,bikestores,production,brands,bikestores,production,brands,FULL,9,9,0,0,9,D:\DATA LOAD ACCELERATORS\ingestion_engine\core_engine\Extract\bikestores/production/brands\brands_20260604_170105.parquet,,2026-06-04 17:01:04.978482,2026-06-04 17:01:06.276660,1.298178,SUCCESS,,SUCCESS,SKIPPED,SKIPPED,SKIPPED
